time_sec,motion_pixels,motion_area_percent,dominant_freq
0.33,3743,1.22,0.0
0.4,2967,0.97,0.0
0.4,2344,0.76,0.0
0.42,2156,0.7,0.0
0.47,2555,0.83,0.0
0.51,2047,0.67,0.0
0.54,1478,0.48,0.0
0.57,1079,0.35,0.0
0.6,720,0.23,0.0
0.63,445,0.14,0.0
0.66,231,0.08,0.0
0.69,124,0.04,0.0
0.73,67,0.02,0.0
0.76,21,0.01,0.0
0.79,53,0.02,0.0
0.82,62,0.02,0.0
0.87,89,0.03,0.0
0.9,108,0.04,0.0
0.94,66,0.02,0.0
0.97,0,0.0,0.0
1.0,0,0.0,0.0
1.03,0,0.0,0.0
1.06,0,0.0,0.0
1.1,0,0.0,0.0
1.13,168,0.05,0.0
1.16,283,0.09,0.0
1.19,349,0.11,0.0
1.22,354,0.12,0.0
1.27,346,0.11,0.0
1.31,324,0.11,0.0
1.34,180,0.06,0.0
1.37,61,0.02,0.0
1.4,0,0.0,0.0
1.43,0,0.0,0.0
1.46,0,0.0,0.0
1.5,0,0.0,0.0
1.53,0,0.0,0.0
1.56,0,0.0,0.0
1.59,19,0.01,0.0
1.62,0,0.0,0.0
1.66,0,0.0,0.0
1.7,0,0.0,0.0
1.74,0,0.0,0.0
1.77,0,0.0,0.0
1.8,0,0.0,0.0
1.83,0,0.0,0.0
1.86,0,0.0,0.0
1.89,0,0.0,0.0
1.93,0,0.0,0.0
1.96,0,0.0,0.0
1.99,0,0.0,0.0
2.02,0,0.0,0.0
2.06,0,0.0,0.0
2.11,0,0.0,0.0
2.14,0,0.0,0.0
2.17,0,0.0,0.0
2.2,0,0.0,0.0
2.23,0,0.0,0.0
2.27,0,0.0,0.0
2.29,0,0.0,0.0
2.33,0,0.0,0.0
2.36,0,0.0,0.0
2.39,0,0.0,0.0
2.42,0,0.0,0.0
2.46,0,0.0,0.0
2.5,0,0.0,0.0
2.54,0,0.0,0.0
2.57,0,0.0,0.0
2.6,112,0.04,0.0
2.63,439,0.14,0.0
2.66,718,0.23,0.0
2.7,982,0.32,0.0
2.73,872,0.28,0.0
2.76,813,0.26,0.0
2.79,1263,0.41,0.2
2.82,732,0.24,0.2
2.85,308,0.1,0.2
2.91,243,0.08,0.2
2.94,147,0.05,0.2
2.97,90,0.03,0.2
3.0,57,0.02,0.2
3.03,379,0.12,0.2
3.07,923,0.3,0.2
3.09,1194,0.39,0.2
3.13,1161,0.38,0.2
3.16,1799,0.59,0.2
3.19,3801,1.24,0.2
3.23,4795,1.56,0.2
3.26,5391,1.75,0.2
3.3,5413,1.76,0.2
3.34,5726,1.86,0.2
3.37,5530,1.8,0.2
3.4,7017,2.28,0.2
3.43,8561,2.79,0.2
3.46,8086,2.63,0.2
3.5,8052,2.62,0.2
3.53,7650,2.49,0.2
3.56,7205,2.35,0.2
3.59,5521,1.8,0.2
3.62,5433,1.77,0.2
3.66,6548,2.13,0.2
3.71,8919,2.9,0.2
3.74,12583,4.1,0.2
3.77,16485,5.37,0.2
3.8,21336,6.95,0.2
3.83,22260,7.25,0.2
3.86,24010,7.82,0.2
3.9,25870,8.42,0.2
3.93,25147,8.19,0.2
3.96,21716,7.07,0.2
3.99,18755,6.11,0.2
4.02,17282,5.63,0.2
4.06,18078,5.88,0.2
4.11,21398,6.97,0.2
4.14,18668,6.08,0.2
4.17,14893,4.85,0.2
4.2,9478,3.09,0.2
4.23,6442,2.1,0.2
4.26,6547,2.13,0.2
4.3,8379,2.73,0.2
4.33,10090,3.28,0.2
4.36,12677,4.13,0.2
4.39,14543,4.73,0.2
4.43,13627,4.44,0.2
4.46,12036,3.92,0.2
4.51,12358,4.02,0.2
4.54,16682,5.43,0.2
4.57,21206,6.9,0.2
4.6,26310,8.56,0.2
4.63,18130,5.9,0.2
4.66,23261,7.57,0.2
4.7,17989,5.86,0.2
4.72,9494,3.09,0.2
4.76,22287,7.25,0.2
4.79,30053,9.78,0.2
4.82,20118,6.55,0.2
4.85,20989,6.83,0.2
4.9,26069,8.49,0.2
4.94,26337,8.57,0.2
4.97,28997,9.44,0.2
5.0,30601,9.96,0.2
5.03,28305,9.21,0.2
5.06,30636,9.97,0.2
5.1,35867,11.68,0.2
5.13,37687,12.27,0.2
5.16,54172,17.63,0.4
5.19,68028,22.14,0.4
5.22,72805,23.7,0.4
5.25,67964,22.12,0.4
5.31,62841,20.46,0.4
5.34,63433,20.65,0.4
5.37,66437,21.63,0.4
5.4,46227,15.05,0.4
5.43,40379,13.14,0.4
5.46,37134,12.09,0.4
5.5,32442,10.56,0.4
5.53,34887,11.36,0.4
5.56,34089,11.1,0.4
5.59,32105,10.45,0.2
5.62,31377,10.21,0.2
5.66,30912,10.06,0.2
5.71,31662,10.31,0.2
5.74,33535,10.92,0.2
5.77,35134,11.44,0.2
5.8,33373,10.86,0.2
5.83,34361,11.19,0.2
5.86,36031,11.73,0.2
5.9,32692,10.64,0.2
5.93,28390,9.24,0.2
5.96,21314,6.94,0.2
5.99,15623,5.09,0.2
6.03,10309,3.36,0.2
6.06,4408,1.43,0.2
6.11,2828,0.92,0.2
6.14,2202,0.72,0.2
6.17,4129,1.34,0.2
6.2,4675,1.52,0.2
6.23,8913,2.9,0.2
6.26,15771,5.13,0.2
6.3,16130,5.25,0.2
6.33,15837,5.16,0.2
6.36,15357,5.0,0.2
6.39,14596,4.75,0.2
6.42,15008,4.89,0.2
6.46,15473,5.04,0.2
6.5,14344,4.67,0.2
6.54,11811,3.84,0.2
6.57,11058,3.6,0.2
6.6,10375,3.38,0.2
6.63,9707,3.16,0.2
6.66,15287,4.98,0.2
6.7,10460,3.4,0.2
6.73,4670,1.52,0.2
6.76,3793,1.23,0.2
6.79,10361,3.37,0.2
6.82,7478,2.43,0.2
6.86,7181,2.34,0.2
6.91,11559,3.76,0.2
6.94,21920,7.14,0.2
6.97,30055,9.78,0.2
7.0,30126,9.81,0.2
7.03,29420,9.58,0.2
7.06,28012,9.12,0.2
7.1,19141,6.23,0.2
7.13,10833,3.53,0.2
7.16,3804,1.24,0.2
7.19,4176,1.36,0.2
7.22,21394,6.96,0.2
7.26,43789,14.25,0.2
7.31,64909,21.13,0.2
7.34,75748,24.66,0.2
7.37,80319,26.15,0.2
7.4,76632,24.95,0.2
7.43,66508,21.65,0.2
7.47,60158,19.58,0.2
7.5,54605,17.78,0.2
7.53,55302,18.0,0.2
7.56,53582,17.44,0.2
7.59,49704,16.18,0.2
7.63,43279,14.09,0.2
7.65,28505,9.28,0.2
7.71,9172,2.99,0.2
7.74,1710,0.56,0.2
7.77,10837,3.53,0.2
7.8,16327,5.31,0.2
7.83,18707,6.09,0.2
7.87,21370,6.96,0.2
7.9,23971,7.8,0.2
7.93,32529,10.59,0.2
7.96,40747,13.26,0.2
7.99,37393,12.17,0.2
8.03,24830,8.08,0.2
8.06,10973,3.57,0.2
8.1,14105,4.59,0.2
8.14,23072,7.51,0.2
8.17,28568,9.3,0.2
8.2,23135,7.53,0.2
8.23,20096,6.54,0.2
8.27,20190,6.57,0.2
8.29,13288,4.33,0.2
8.33,20167,6.56,0.2
8.36,16737,5.45,0.2
8.39,3078,1.0,0.2
8.42,1844,0.6,0.2
8.46,4706,1.53,0.2
8.5,8805,2.87,0.2
8.54,13482,4.39,0.2
8.57,13393,4.36,0.2
8.6,12353,4.02,0.2
8.63,12898,4.2,0.2
8.66,13736,4.47,0.2
8.7,2668,0.87,0.2
8.73,26512,8.63,0.2
8.76,45804,14.91,0.2
8.79,39296,12.79,0.2
8.82,21900,7.13,0.2
8.86,11083,3.61,0.2
8.9,21273,6.92,0.2
8.94,26221,8.54,0.2
8.97,9443,3.07,0.2
9.0,8705,2.83,0.2
9.03,8842,2.88,0.2
9.06,3654,1.19,0.2
9.1,10947,3.56,0.2
9.13,6176,2.01,0.2
9.16,15245,4.96,0.2
9.19,26471,8.62,0.2
9.22,23881,7.77,0.2
9.26,17920,5.83,0.2
9.31,30175,9.82,0.2
9.33,30787,10.02,0.2
9.37,26508,8.63,0.2
9.4,32450,10.56,0.2
9.43,32579,10.61,0.2
9.47,33945,11.05,0.2
9.5,35380,11.52,0.2
9.53,34380,11.19,0.2
9.56,28632,9.32,0.2
9.59,22648,7.37,0.2
9.62,21255,6.92,0.2
9.66,14282,4.65,0.2
9.7,3459,1.13,0.2
9.74,3562,1.16,0.2
9.77,13557,4.41,0.2
9.8,9082,2.96,0.8
9.83,8630,2.81,0.8
9.87,13001,4.23,0.8
9.9,20139,6.56,0.8
9.92,32991,10.74,0.8
9.96,35131,11.44,0.8
9.99,31426,10.23,0.8
10.03,28822,9.38,0.8
10.06,32021,10.42,0.8
10.11,38772,12.62,0.8
10.13,55464,18.05,0.8
10.17,68307,22.24,0.8
10.2,62534,20.36,0.8
10.23,56510,18.4,0.8
10.27,37139,12.09,0.8
10.3,12716,4.14,0.8
10.33,3706,1.21,0.8
10.36,3482,1.13,0.8
10.39,22653,7.37,0.8
10.42,37750,12.29,0.8
10.46,45981,14.97,0.8
10.51,59375,19.33,0.8
10.54,61261,19.94,0.8
10.57,58654,19.09,0.8
10.6,65675,21.38,0.8
10.63,70280,22.88,0.8
10.66,61282,19.95,0.8
10.7,42971,13.99,0.8
10.73,34331,11.18,0.8
10.76,27771,9.04,0.8
10.79,20240,6.59,0.8
10.82,18639,6.07,0.8
10.85,19672,6.4,0.8
10.89,19812,6.45,0.8
10.93,15333,4.99,0.8
10.97,13369,4.35,0.8
11.0,11458,3.73,0.8
11.03,7912,2.58,0.8
11.06,3254,1.06,0.8
11.09,269,0.09,0.8
11.13,163,0.05,0.8
11.16,135,0.04,0.8
11.19,0,0.0,0.8
11.22,585,0.19,0.8
11.26,6590,2.15,0.2
11.29,9598,3.12,0.2
11.34,3246,1.06,0.2
11.37,828,0.27,0.2
11.4,4971,1.62,0.2
11.43,3208,1.04,0.2
11.46,4326,1.41,0.2
11.5,13310,4.33,0.2
11.53,24811,8.08,0.2
11.57,15867,5.17,0.2
11.59,1925,0.63,0.2
11.63,1440,0.47,0.2
11.66,704,0.23,0.2
11.69,832,0.27,0.2
11.74,1309,0.43,0.2
11.77,31,0.01,0.2
11.8,0,0.0,0.2
11.83,0,0.0,0.2
11.86,78,0.03,0.2
11.89,2,0.0,0.2
11.93,1859,0.61,0.2
11.96,3365,1.1,0.2
11.99,1259,0.41,0.2
12.02,2232,0.73,0.2
12.06,2670,0.87,0.2
12.09,1281,0.42,0.2
12.14,745,0.24,0.2
12.17,30,0.01,0.2
12.2,0,0.0,0.2
12.23,1239,0.4,0.2
12.26,4185,1.36,0.2
12.3,5835,1.9,0.2
12.33,1977,0.64,0.2
12.36,337,0.11,0.2
12.39,145,0.05,0.2
12.44,424,0.14,0.2
12.47,10073,3.28,0.2
12.5,9431,3.07,0.2
12.54,5771,1.88,0.2
12.57,9231,3.0,0.2
12.6,31641,10.3,0.2
12.63,35647,11.6,0.2
12.67,41078,13.37,0.2
12.7,50733,16.51,0.2
12.73,50859,16.56,0.2
12.76,38164,12.42,0.2
12.79,30987,10.09,0.2
12.84,29795,9.7,0.2
12.87,32395,10.55,0.2
12.9,30561,9.95,0.2
12.94,15653,5.1,0.2
12.97,14928,4.86,0.2
13.0,2919,0.95,0.2
13.03,5330,1.74,0.2
13.07,9228,3.0,0.2
13.1,13365,4.35,0.2
13.13,16254,5.29,0.2
13.16,27668,9.01,0.2
13.19,34565,11.25,0.2
13.24,22267,7.25,0.2
13.27,3746,1.22,0.2
13.31,6667,2.17,0.2
13.34,15006,4.88,0.2
13.37,31517,10.26,0.2
13.4,39794,12.95,0.2
13.43,40719,13.25,0.2
13.47,46479,15.13,0.2
13.5,50282,16.37,0.2
13.53,52818,17.19,0.2
13.56,53182,17.31,0.2
13.59,51284,16.69,0.2
13.64,39222,12.77,0.2
13.67,22195,7.22,0.2
13.7,14095,4.59,0.2
13.74,7459,2.43,0.2
13.77,3486,1.13,0.2
13.8,0,0.0,0.2
13.83,501,0.16,0.2
13.86,0,0.0,0.2
13.9,6981,2.27,0.2
13.93,19284,6.28,0.2
13.96,27276,8.88,0.2
13.99,32214,10.49,0.2
14.05,33416,10.88,0.2
14.07,29521,9.61,0.2
14.1,25814,8.4,0.2
14.14,20605,6.71,0.2
14.17,18099,5.89,0.2
14.2,10959,3.57,0.2
14.23,877,0.29,0.2
14.27,664,0.22,0.2
14.29,0,0.0,0.2
14.33,17,0.01,0.2
14.36,4271,1.39,0.2
14.39,4770,1.55,0.2
14.44,4463,1.45,0.2
14.47,5218,1.7,0.2
14.5,3839,1.25,0.2
14.54,1351,0.44,0.2
14.57,6464,2.1,0.2
14.6,11925,3.88,0.2
14.63,10913,3.55,0.2
14.66,7061,2.3,0.2
14.7,4258,1.39,0.2
14.73,2264,0.74,0.2
14.76,1317,0.43,0.2
14.79,1671,0.54,0.2
14.84,691,0.22,0.2
14.87,1928,0.63,0.2
14.9,729,0.24,0.2
14.93,442,0.14,0.2
14.97,853,0.28,0.2
15.0,2659,0.87,0.2
15.03,3040,0.99,0.2
15.04,0,0.0,0.2
15.06,716,0.23,0.2
15.15,750,0.24,0.2
15.18,121,0.04,0.2
15.21,751,0.24,0.2
15.21,0,0.0,0.2
15.24,1942,0.63,0.2
15.29,861,0.28,0.2
15.32,0,0.0,0.2
15.35,0,0.0,0.2
15.38,740,0.24,0.2
15.42,3370,1.1,0.2
15.45,1110,0.36,0.2
15.5,85,0.03,0.2
15.53,398,0.13,0.2
15.56,575,0.19,0.2
15.59,130,0.04,0.2
15.63,1570,0.51,0.2
15.67,1910,0.62,0.2
15.7,1332,0.43,0.2
15.74,1849,0.6,0.2
15.77,3524,1.15,0.2
15.8,5103,1.66,0.2
15.83,773,0.25,0.2
15.86,3187,1.04,0.2
15.9,2126,0.69,0.2
15.93,1317,0.43,0.2
15.96,182,0.06,0.2
15.99,1850,0.6,0.2
16.04,5472,1.78,0.2
16.07,4969,1.62,0.2
16.11,2161,0.7,0.2
16.14,27,0.01,0.2
16.17,0,0.0,0.2
16.2,1162,0.38,0.2
16.23,148,0.05,0.2
16.26,0,0.0,0.2
16.3,0,0.0,0.2
16.33,1278,0.42,0.2
16.36,93,0.03,0.2
16.4,0,0.0,0.2
16.44,0,0.0,0.2
16.47,609,0.2,0.2
16.5,6049,1.97,0.2
16.54,18711,6.09,0.2
16.57,32957,10.73,0.2
16.6,34299,11.17,0.2
16.64,33821,11.01,0.2
16.66,35547,11.57,0.2
16.7,32273,10.51,0.2
16.73,25016,8.14,0.2
16.76,19170,6.24,0.2
16.79,8164,2.66,0.2
16.84,1270,0.41,0.2
16.87,2092,0.68,0.2
16.9,3969,1.29,0.2
16.93,10518,3.42,0.2
16.94,0,0.0,0.2
16.97,9360,3.05,0.2
17.02,1234,0.4,0.2
17.05,276,0.09,0.2
17.08,1182,0.38,0.2
17.11,296,0.1,0.2
17.15,2021,0.66,0.2
17.19,3000,0.98,0.2
17.23,4879,1.59,0.2
17.26,7093,2.31,0.2
17.29,861,0.28,0.2
17.32,1607,0.52,0.2
17.35,439,0.14,0.2
17.4,403,0.13,0.2
17.43,1522,0.5,0.2
17.47,2758,0.9,0.2
17.5,1539,0.5,0.2
17.53,1128,0.37,0.2
17.56,3271,1.06,0.2
17.61,12271,3.99,0.2
17.64,7617,2.48,0.2
17.67,5423,1.77,0.2
17.7,7100,2.31,0.2
17.74,7109,2.31,0.6
17.77,8784,2.86,0.6
17.8,7805,2.54,0.4
17.83,1096,0.36,0.4
17.86,1431,0.47,0.4
17.87,0,0.0,0.4
17.93,39698,12.92,0.4
17.96,17776,5.79,0.4
18.01,12761,4.15,0.4
18.04,9932,3.23,0.4
18.07,12196,3.97,0.4
18.11,12467,4.06,0.4
18.13,9498,3.09,0.4
18.16,9994,3.25,0.4
18.2,3450,1.12,0.4
18.23,3251,1.06,0.4
18.27,7838,2.55,0.4
18.27,0,0.0,0.4
18.33,35664,11.61,0.4
18.36,1757,0.57,0.4
18.39,4978,1.62,0.4
18.44,1817,0.59,0.4
18.47,6937,2.26,0.4
18.5,12627,4.11,0.4
18.54,23888,7.78,0.4
18.57,32756,10.66,0.4
18.6,28629,9.32,0.8
18.63,15633,5.09,0.8
18.67,2387,0.78,0.8
18.67,0,0.0,0.8
18.73,13047,4.25,0.8
18.78,6109,1.99,0.8
18.81,6802,2.21,0.8
18.84,8692,2.83,0.8
18.87,7032,2.29,0.8
18.9,7830,2.55,0.8
18.94,11355,3.7,0.8
18.97,737,0.24,0.8
18.97,0,0.0,0.8
19.0,0,0.0,0.8
19.03,0,0.0,0.8
19.08,1569,0.51,1.6
19.15,58487,19.04,1.6
19.17,38139,12.42,1.6
19.21,40537,13.2,1.6
19.24,33969,11.06,1.6
19.27,26064,8.48,1.6
19.28,0,0.0,1.6
19.3,21762,7.08,0.8
19.34,11680,3.8,0.8
19.39,7279,2.37,0.8
19.42,6756,2.2,0.8
19.45,2730,0.89,0.8
19.48,2336,0.76,0.8
19.54,5444,1.77,0.8
19.58,2155,0.7,0.8
19.58,0,0.0,0.8
19.61,363,0.12,0.8
19.64,2,0.0,0.8
19.69,2251,0.73,0.8
19.72,3940,1.28,0.8
19.75,4020,1.31,0.8
19.78,2704,0.88,0.8
19.82,5642,1.84,0.8
19.85,7220,2.35,0.8
19.88,1088,0.35,0.8
19.91,0,0.0,0.8
19.94,58,0.02,0.8
19.97,598,0.19,0.8
20.02,271,0.09,0.8
20.06,124,0.04,0.8
20.09,735,0.24,0.8
20.12,9295,3.03,0.8
20.15,18223,5.93,0.8
20.18,5401,1.76,0.8
20.22,6049,1.97,0.8
20.25,6871,2.24,0.8
20.28,499,0.16,0.8
20.33,3081,1.0,0.8
20.36,443,0.14,0.8
20.39,496,0.16,0.8
20.42,5269,1.72,0.8
20.46,14420,4.69,0.8
20.49,38310,12.47,0.8
20.52,38646,12.58,0.8
20.55,21489,7.0,0.8
20.58,10656,3.47,0.8
20.63,9285,3.02,0.8
20.66,9407,3.06,0.8
20.7,1871,0.61,0.8
20.73,2647,0.86,0.8
20.76,2818,0.92,0.8
20.79,4916,1.6,0.8
20.82,3727,1.21,0.8
20.86,0,0.0,0.8
20.89,104,0.03,0.8
20.94,749,0.24,0.8
20.97,7605,2.48,0.8
21.0,1463,0.48,0.8
21.03,176,0.06,0.8
21.06,0,0.0,0.4
21.1,3445,1.12,0.4
21.13,2333,0.76,0.4
21.16,459,0.15,0.4
21.19,563,0.18,0.4
21.24,293,0.1,0.4
21.27,2031,0.66,0.4
21.3,4676,1.52,0.4
21.34,5728,1.86,0.4
21.37,950,0.31,0.4
21.4,876,0.29,0.4
21.43,1146,0.37,0.4
21.44,0,0.0,0.4
21.46,96,0.03,0.4
21.55,17156,5.58,0.4
21.58,9200,2.99,0.4
21.61,11786,3.84,0.4
21.64,13915,4.53,0.4
21.67,10193,3.32,0.4
21.71,2578,0.84,0.4
21.73,477,0.16,0.4
21.77,657,0.21,0.4
21.78,0,0.0,0.4
21.8,3972,1.29,1.4
21.83,4143,1.35,1.4
21.88,242,0.08,1.4
21.94,7701,2.51,1.4
21.98,3277,1.07,1.4
22.01,92091,29.98,1.4
22.04,191776,62.43,1.4
22.07,1553,0.51,1.4
22.08,0,0.0,1.4
22.1,2695,0.88,1.4
22.14,4741,1.54,1.4
22.18,4752,1.55,1.4
22.22,3960,1.29,1.4
22.25,22131,7.2,1.4
22.28,37960,12.36,1.4
22.35,240661,78.34,1.4
22.38,25728,8.38,1.4
22.38,0,0.0,1.4
22.41,20202,6.58,1.4
22.44,31094,10.12,1.4
22.49,17822,5.8,1.4
22.52,22986,7.48,1.4
22.55,37318,12.15,0.2
22.58,41739,13.59,0.2
22.62,47854,15.58,0.2
22.65,48331,15.73,0.2
22.68,24419,7.95,0.2
22.71,2696,0.88,0.2
22.74,3747,1.22,0.2
22.79,12915,4.2,0.2
22.82,25501,8.3,0.2
22.85,34536,11.24,0.2
22.89,40326,13.13,0.2
22.92,38331,12.48,0.2
22.95,35220,11.46,0.2
22.98,41511,13.51,0.2
23.02,50004,16.28,0.2
23.05,59900,19.5,0.2
23.1,61951,20.17,0.2
23.13,56128,18.27,0.2
23.16,47120,15.34,0.2
23.19,34525,11.24,0.2
23.22,30388,9.89,0.2
23.25,19300,6.28,0.2
23.29,16779,5.46,0.2
23.32,16598,5.4,0.2
23.35,18072,5.88,0.2
23.38,15634,5.09,0.2
23.43,17612,5.73,0.2
23.46,11165,3.63,0.2
23.5,13036,4.24,0.2
23.53,13296,4.33,0.2
23.56,11526,3.75,0.2
23.59,30665,9.98,0.2
23.62,42042,13.69,0.2
23.66,19151,6.23,0.2
23.69,28962,9.43,0.2
23.74,21937,7.14,1.8
23.77,20447,6.66,1.8
23.8,26633,8.67,1.8
23.83,36583,11.91,1.8
23.86,19754,6.43,1.4
23.9,30454,9.91,1.6
23.93,25843,8.41,1.6
23.96,15557,5.06,1.6
23.99,24319,7.92,1.8
24.04,34726,11.3,1.8
24.07,17057,5.55,1.8
24.1,28086,9.14,1.8
24.14,28023,9.12,1.8
24.17,15909,5.18,1.8
24.2,21685,7.06,1.8
24.23,25430,8.28,1.8
24.24,0,0.0,1.8
24.26,9478,3.09,1.8
24.34,55244,17.98,1.8
24.38,9456,3.08,1.8
24.41,19199,6.25,1.8
24.44,17605,5.73,1.8
24.47,11679,3.8,1.8
24.5,85354,27.78,1.8
24.54,126993,41.34,1.8
24.54,0,0.0,1.8
24.56,0,0.0,1.8
24.6,673,0.22,1.8
24.65,0,0.0,1.8
24.68,0,0.0,1.8
24.75,0,0.0,1.8
24.78,0,0.0,1.8
24.81,0,0.0,1.8
24.84,10,0.0,0.8
24.84,0,0.0,0.8
24.87,0,0.0,0.8
24.9,718,0.23,0.8
24.95,504,0.16,0.4
24.99,738,0.24,0.4
25.01,1235,0.4,0.4
25.05,886,0.29,0.4
25.08,292,0.1,0.4
25.14,11970,3.9,0.4
25.17,3511,1.14,0.4
25.18,0,0.0,0.4
25.21,5757,1.87,0.4
25.24,5308,1.73,0.4
25.29,2521,0.82,0.4
25.32,10189,3.32,0.4
25.35,1732,0.56,0.4
25.38,5740,1.87,0.4
25.42,6714,2.19,0.4
25.45,5192,1.69,0.4
25.48,1854,0.6,0.4
25.51,4739,1.54,0.2
25.54,1254,0.41,0.2
25.6,5697,1.85,0.2
25.62,5144,1.67,0.2
25.66,3515,1.14,0.2
25.69,2355,0.77,0.2
25.72,3914,1.27,0.2
25.75,746,0.24,0.2
25.78,2305,0.75,0.2
25.82,2240,0.73,0.2
25.85,287,0.09,0.2
25.9,225,0.07,0.2
25.93,213,0.07,0.2
25.96,8,0.0,0.2
25.99,53,0.02,0.2
26.02,50,0.02,0.2
26.06,172,0.06,0.2
26.09,166,0.05,0.2
26.12,381,0.12,0.2
26.15,119,0.04,0.2
26.2,83,0.03,0.2
26.23,10,0.0,0.2
26.26,284,0.09,0.2
26.29,0,0.0,0.2
26.33,0,0.0,0.2
26.36,286,0.09,0.2
26.39,2,0.0,0.2
26.43,3297,1.07,0.2
26.46,1322,0.43,0.2
26.51,263,0.09,0.2
26.54,56,0.02,0.2
26.57,871,0.28,0.2
26.6,70,0.02,0.4
26.63,940,0.31,0.4
26.66,1873,0.61,0.4
26.7,72,0.02,0.4
26.73,298,0.1,0.4
26.76,857,0.28,0.4
26.79,4618,1.5,0.4
26.84,3317,1.08,0.6
26.87,542,0.18,0.6
26.9,1366,0.44,0.6
26.94,7166,2.33,0.6
26.94,0,0.0,0.6
26.96,11221,3.65,5.0
27.02,16931,5.51,0.4
27.04,16258,5.29,0.4
27.08,16199,5.27,0.6
27.11,14279,4.65,0.6
27.16,5292,1.72,0.6
27.19,3773,1.23,0.6
27.22,6823,2.22,0.6
27.25,7691,2.5,0.6
27.29,13734,4.47,0.2
27.34,11287,3.67,0.2
27.37,3619,1.18,0.2
27.4,2216,0.72,0.2
27.43,3053,0.99,0.2
27.44,0,0.0,0.2
27.46,2028,0.66,0.2
27.54,9329,3.04,0.2
27.58,2932,0.95,0.2
27.61,3245,1.06,0.2
27.64,5110,1.66,0.2
27.65,0,0.0,0.2
27.69,12126,3.95,0.2
27.72,16350,5.32,0.2
27.75,16569,5.39,0.2
27.79,17586,5.72,0.2
27.82,12759,4.15,0.2
27.84,2463,0.8,0.2
27.9,17177,5.59,0.2
27.93,13962,4.54,0.2
27.96,18828,6.13,0.2
27.99,23094,7.52,0.2
28.02,22484,7.32,0.2
28.07,10276,3.35,0.2
28.11,21905,7.13,0.2
28.13,12183,3.97,0.2
28.17,18983,6.18,0.2
28.2,24340,7.92,0.2
28.23,22530,7.33,0.2
28.26,7040,2.29,0.2
28.29,17929,5.84,0.2
28.33,11589,3.77,0.2
28.36,23142,7.53,0.2
28.39,27514,8.96,0.2
28.43,26788,8.72,0.2
28.47,12652,4.12,0.2
28.5,30553,9.95,0.2
28.54,22295,7.26,0.2
28.57,30260,9.85,0.2
28.6,25955,8.45,0.2
28.63,23772,7.74,0.2
28.67,7105,2.31,0.2
28.69,12711,4.14,0.2
28.73,1518,0.49,0.2
28.76,3667,1.19,0.2
28.79,5596,1.82,0.2
28.82,1866,0.61,0.2
28.85,993,0.32,0.2
28.91,3162,1.03,0.2
28.94,9607,3.13,0.2
28.97,4231,1.38,0.2
29.0,24990,8.13,0.2
29.03,29313,9.54,0.2
29.06,28279,9.21,0.2
29.1,15233,4.96,0.2
29.13,32220,10.49,0.2
29.16,24381,7.94,0.2
29.19,26112,8.5,0.8
29.23,26436,8.61,0.8
29.26,27251,8.87,0.8
29.3,10167,3.31,0.8
29.34,22250,7.24,0.8
29.37,9778,3.18,0.8
29.4,6964,2.27,0.8
29.43,3327,1.08,0.8
29.46,4690,1.53,0.8
29.5,1849,0.6,0.8
29.53,19609,6.38,0.8
29.56,15278,4.97,0.8
29.59,28617,9.32,0.8
29.63,30027,9.77,0.8
29.66,13943,4.54,0.8
29.7,30632,9.97,0.8
29.74,18309,5.96,0.8
29.77,33276,10.83,0.8
29.8,28141,9.16,0.8
29.83,4776,1.55,0.8
29.86,8431,2.74,0.8
29.9,12777,4.16,0.8
